"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"963",963,4461,"2022-10-26 12:20:18.030895+00","Julius Caesar","heroic","deluded",0.737451737,"ch2","c9d0b4f2-e9de-4e10-8d1b-de3c262faa00",0.754826255,"Jean-Claude Juncker","I placed Julius Caesar here because ...he was deluded and big headed and powerful 





"
"964",964,4462,"2022-10-26 12:20:54.165615+00","Hadrian's Wall","multicultural","non multicultural",0.41988417,"ch2","c9d0b4f2-e9de-4e10-8d1b-de3c262faa00",0.86969112,"the Great Wall of China","I placed Hadrian's Wall here because ...many people from all over world go there
"
"965",965,4478,"2022-10-26 13:39:30.410942+00","Boudica","regenerating","destructive",0,"ch2","dfc61a00-99f9-49ef-a79a-1bd5dfaa442f",1,"Elizabeth I","I placed Boudica here because ...she tried to take back control from the romans"
"966",966,4479,"2022-10-26 13:39:56.679012+00","the Fall of the Roman Empire","practical","symbolic",0,"ch2","dfc61a00-99f9-49ef-a79a-1bd5dfaa442f",1,"Brexit","I placed the Fall of the Roman Empire here because ...was devastating "
"967",967,4480,"2022-10-26 13:40:27.598022+00","Hadrian's Wall","progressive","regressive",0.022753623,"ch2","dfc61a00-99f9-49ef-a79a-1bd5dfaa442f",1,"the US-Mexican border","I placed Hadrian's Wall here because ...it was needed at the time "
"968",968,4481,"2022-10-26 13:45:00.712671+00","the Fall of the Roman Empire","connecting","dividing",0.61969112,"ch2","4d59ac46-9d51-4b21-9010-a86d932be2f2",1,"Brexit","I placed the Fall of the Roman Empire here because ...
Countries no longer joined together"
"969",969,4484,"2022-10-26 13:49:31.584309+00","the Fall of the Roman Empire","reassuring","worrying",0.41988417,"ch2","c894220c-2099-4a5f-9687-eb77661433cd",0.620624203,"the End of the British Empire","I placed the Fall of the Roman Empire here because …
Fear of what defeated it"
"970",970,4485,"2022-10-26 13:50:11.699073+00","Julius Caesar","regenerating","destructive",0.231660232,"ch2","c894220c-2099-4a5f-9687-eb77661433cd",0.319498069,"Napoleon","I placed Julius Caesar here because ... he lead a very powerful nation
"
"971",971,4486,"2022-10-26 13:50:48.23023+00","the Roman Empire","skillful","incompetent",0.063706564,"ch2","c894220c-2099-4a5f-9687-eb77661433cd",0.632239382,"the European Union","I placed the Roman Empire here because ... they advanced and invented many new things "
"972",972,4487,"2022-10-26 14:08:50.540315+00","the Fall of the Roman Empire","skillful","incompetent",0.547297297,"ch2","aecb5e1c-50cb-4307-91de-0b0364326a0f",0.943012485,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...the Roman culture brings benefits like building, water systems, history, myths, etc

  "
"973",973,4489,"2022-10-26 14:16:55.324118+00","Boudica","inclusive","exclusive",0.137065637,"ch2","1357141e-c9b4-4eb2-9503-81b766f71040",1,"Theresa May","I placed Boudica here because ... she wanted to stop the romans"
"974",974,4495,"2022-10-26 14:36:51.979035+00","Hadrian's Wall","civilised","barbaric",0.673714067,"ch2","11b84a80-cb7b-447f-8ac0-3a120eb6095d",0.369649427,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it’s very old but also in good condition 
"
"975",975,4496,"2022-10-26 14:37:45.981336+00","the Roman Empire","native","foreign",0.496138996,"ch2","11b84a80-cb7b-447f-8ac0-3a120eb6095d",0.938464897,"the USSR","I placed the Roman Empire here because ...hadrians wall is in Newcastle where I an now"
"976",976,4497,"2022-10-26 14:38:27.239013+00","Boudica","practical","symbolic",0.089241499,"ch2","11b84a80-cb7b-447f-8ac0-3a120eb6095d",0.739382239,"Elizabeth I","I placed Boudica here because ...she kicked Roman buttocks"
"977",977,4504,"2022-10-27 09:51:07.461178+00","the Roman Empire","multicultural","non multicultural",0.781853282,"ch2","f35bc02c-e86e-4b23-a288-48ef9083c388",0.761583012,"Nazi Germany","I placed the Roman Empire here because ...they used slaves"
"978",978,4515,"2022-10-27 13:15:18.802743+00","Boudica","skillful","incompetent",0.16988417,"ch2","2642be95-4f27-4e12-bf44-01916c290607",0.998069498,"Theresa May","I placed Boudica here because ...she’s a girlboss slayer x"
"979",979,4522,"2022-10-27 13:36:51.947685+00","the Roman Empire","connecting","dividing",0.063706564,"ch2","fc6e4727-7bbd-423f-a681-b2c0eb46c771",0.61473437,"the European Union","I placed the Roman Empire here because ...romans made ppl happy"
"980",980,4524,"2022-10-27 13:53:28.695416+00","the Fall of the Roman Empire","regenerating","destructive",0.01142518,"ch2","127c9055-a8cc-42e1-82a8-d1e65f073e63",0,"Brexit","I placed the Fall of the Roman Empire here because ... don’t want fighting a lot "
"981",981,4538,"2022-10-28 09:57:49.955656+00","Boudica","civilised","barbaric",0.633204633,"ch2","3defe7fa-80e0-4e28-9095-1544156bd242",0.298262548,"Elizabeth I","I placed Boudica here because ... she was earlier than Elizabeth, but also a great Queen"
"982",982,4539,"2022-10-28 09:58:34.569455+00","the Roman Empire","connecting","dividing",0.601892538,"ch2","3defe7fa-80e0-4e28-9095-1544156bd242",0.64376672,"the USSR","I placed the Roman Empire here because ... it created a connected empire with war"
"983",983,4540,"2022-10-28 09:59:34.383393+00","Julius Caesar","moving","fixed",0.751930502,"ch2","3defe7fa-80e0-4e28-9095-1544156bd242",0.944980695,"Vladimir Putin","I placed Julius Caesar here because ... he was of his era and trapped in that thinking
"
"984",984,4541,"2022-10-28 10:04:13.269831+00","Julius Caesar","celebrated","condemned",0.321405339,"ch2","39a8b3be-f3b4-466f-afa6-9eda93741166",0.093278539,"Jean-Claude Juncker","I placed Julius Caesar here because ...at the time he was a celebrated Roman general who bought success to h=is empire militarily
I "
"985",985,4542,"2022-10-28 10:05:31.119166+00","the Fall of the Roman Empire","civilised","barbaric",0.5203848,"ch2","39a8b3be-f3b4-466f-afa6-9eda93741166",0.722792931,"Brexit","I placed the Fall of the Roman Empire here because I don’t believe the fall of an empire can be considered civilised or barbaric "
"986",986,4543,"2022-10-28 10:06:37.305698+00","Boudica","free","controlled",0.55984556,"ch2","39a8b3be-f3b4-466f-afa6-9eda93741166",0.22007722,"Margaret Thatcher","I placed Boudica here because ...she was to some extent restricted by the Roman control at the time so I would argue she was never truly free to rule as she pleased
 "
"987",987,4544,"2022-10-28 10:12:49.654073+00","Julius Caesar","regenerating","destructive",0.452702703,"ch2","86fb957f-b218-45e2-8d6e-670de715bfcb",0.451737452,"Jean-Claude Juncker","I placed Julius Caesar here because  He is destructive"
"988",988,4552,"2022-10-28 10:28:01.563628+00","the Roman Empire","regenerating","destructive",0.508687259,"ch2","9c96b5c2-9650-47ed-9101-7e93470fb0f9",0.585907336,"the USSR","I placed the Roman Empire here because the were quite ingenious with their ways"
"989",989,4553,"2022-10-28 10:28:32.765993+00","Julius Caesar","free","controlled",0.553088803,"ch2","9c96b5c2-9650-47ed-9101-7e93470fb0f9",0.703844714,"Jean-Claude Juncker","I placed Julius Caesar here because he was a great Roman leader"
"990",990,4562,"2022-10-28 11:28:44.663316+00","Julius Caesar","skillful","incompetent",0.589804572,"ch2","df16580b-00ef-439e-88f4-13039ca7ba17",0.821428571,"Vladimir Putin","I placed Julius Caesar here because he was rather politically incompetent "
"991",991,4566,"2022-10-28 11:43:13.827053+00","Boudica","connecting","dividing",0.331081081,"ch2","2fd97c57-5e45-47a9-9ad5-8ce560fd44ec",1,"Theresa May","I placed Boudica here because ... felt like it lad and she is a girl boss"
"992",992,4575,"2022-10-28 12:09:21.241467+00","Hadrian's Wall","heroic","deluded",0.061776062,"ch2","4de8aad7-0b9e-41dd-82e5-6d66d6b247c4",0.972972973,"the US-Mexican border","I placed Hadrian's Wall here because ... it’s a piece of history and we learn of it in school"
"993",993,4576,"2022-10-28 12:10:12.55631+00","Julius Caesar","dominant","submissive",0.238416988,"ch2","42817c25-dae3-4e8b-87a6-277548844fcf",0.116795367,"Donald Trump","I placed Julius Caesar here because …
I believe that Julius Caesar had more understanding traits compared to Trump in that time frame, however, I still believe that he was an abhorrent leader in the Roman times."
"994",994,4585,"2022-10-28 12:42:30.125815+00","Hadrian's Wall","celebrated","condemned",0,"ch2","e4d64c5e-89ce-4af5-8296-21b35cdc1481",0.346525097,"the Anglo-Scottish border","I placed Hadrian's Wall here because ... it help us prossede the future better
"
"995",995,4587,"2022-10-28 12:43:28.177193+00","Julius Caesar","multicultural","non multicultural",1,"ch2","e4d64c5e-89ce-4af5-8296-21b35cdc1481",0.999402845,"Donald Trump","I placed Julius Caesar here because ...  because he’s a dictator
"
"996",996,4597,"2022-10-28 13:13:46.963625+00","Hadrian's Wall","refined","crude",0.816602317,"ch2","eb54c07e-24f4-4516-bb8f-1585c5a2173a",0.427580079,"the Berlin Wall","I placed Hadrian's Wall here because ... it was made at an earlier time during the Roman Britain age"
"997",997,4598,"2022-10-28 13:14:33.641684+00","Boudica","practical","symbolic",0.79967213,"ch2","eb54c07e-24f4-4516-bb8f-1585c5a2173a",0.289586307,"Margaret Thatcher","I placed Boudica here because ... because she was a Celt who actually fought against the romans"
"998",998,4599,"2022-10-28 13:15:04.435403+00","Julius Caesar","native","foreign",0.852282196,"ch2","eb54c07e-24f4-4516-bb8f-1585c5a2173a",0.668222022,"Napoleon","I placed Julius Caesar here because ... he came from Rome"
"999",999,4614,"2022-10-28 14:43:34.413471+00","Hadrian's Wall","heroic","deluded",0.159708413,"ch2","6869c15e-45e3-4432-afa2-35fd8faa10cd",0.20509144,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...I live near it and it is very interesting to learn about it."
"1000",1000,4621,"2022-10-28 15:13:29.505906+00","the Roman Empire","long-lasting","short-term",0.216185911,"ch2","18afb6fc-9bc6-4c3f-8c67-e4e32311ce2b",0.879343629,"the USSR","I placed the Roman Empire here because ...It lasted for hundreds of years in real life and has lasted in memory and influence globally for millennia."
"1001",1001,4622,"2022-10-28 15:14:27.607106+00","Hadrian's Wall","heroic","deluded",0.542471042,"ch2","18afb6fc-9bc6-4c3f-8c67-e4e32311ce2b",0,"the Great Wall of China","I placed Hadrian's Wall here because ...it’s a great feat but not as structurally impressive and lasting as the Great Wall of China."
"1002",1002,4623,"2022-10-28 15:15:43.999199+00","Boudica","reassuring","worrying",0.028957529,"ch2","18afb6fc-9bc6-4c3f-8c67-e4e32311ce2b",0.94980695,"Theresa May","I placed Boudica here because ...she fought for her cause until the end and united her people."
"1003",1003,4640,"2022-10-29 11:40:04.905038+00","Julius Caesar","heroic","deluded",0.598455598,"ch2","8dfa04e2-fcc4-4d57-a10a-bd7f66e1d298",0.91023166,"Donald Trump","I placed Julius Caesar here because ...he was mental


"
"1004",1004,4642,"2022-10-29 11:42:05.919415+00","the Roman Empire","secure","insecure",0,"ch2","8dfa04e2-fcc4-4d57-a10a-bd7f66e1d298",0.987428525,"Nazi Germany","I placed the Roman Empire here because ...they invaded further"
"1005",1005,4646,"2022-10-29 12:27:03.685649+00","Julius Caesar","civilised","barbaric",0.489382239,"ch2","ad6402df-2fe4-4ff2-a5f0-921755271489",0.453667954,"Napoleon","I placed Julius Caesar here because ...he invaded and conquered places by killing many people"
"1006",1006,4647,"2022-10-29 12:29:43.088833+00","Hadrian's Wall","inclusive","exclusive",0.756756757,"ch2","981c4455-3b82-4d71-9e76-91adce141e7d",0.739359027,"the Great Wall of China","I placed Hadrian's Wall here because ...it kept people out"
"1007",1007,4648,"2022-10-29 12:30:53.885755+00","the Roman Empire","reassuring","worrying",0.403974243,"ch2","981c4455-3b82-4d71-9e76-91adce141e7d",0.609073359,"the European Union","I placed the Roman Empire here because ...if you were part of Rome you were safe"
"1008",1008,4649,"2022-10-29 12:31:51.923533+00","Julius Caesar","regenerating","destructive",0.563545021,"ch2","981c4455-3b82-4d71-9e76-91adce141e7d",0.895684202,"Napoleon","I placed Julius Caesar here because ...he invaded places and killed people and ruined Roman politics"
"1009",1009,4669,"2022-10-29 14:17:36.180517+00","the Roman Empire","civilised","barbaric",0,"ch2","5673099d-e3b2-4d60-b092-e5a85907e263",1.015686275,"the USSR","I placed the Roman Empire here because ...the Roman cilivised the ussr"
"1010",1010,4671,"2022-10-30 11:36:05.638466+00","Julius Caesar","moving","fixed",0.980155798,"ch2","965b94fe-d74f-45a8-ae35-3c01768e067e",0.929502274,"Napoleon","I placed Julius Caesar here because ... he’s been dead for 1000s of years he ain’t going anywhere"
"1011",1011,4672,"2022-10-30 11:36:28.79563+00","the Fall of the Roman Empire","civilised","barbaric",0.81643771,"ch2","965b94fe-d74f-45a8-ae35-3c01768e067e",0.14040902,"Scottish independence","I placed the Fall of the Roman Empire here because ... lots of people died"
"1012",1012,4682,"2022-10-30 12:23:35.252886+00","Hadrian's Wall","inclusive","exclusive",0.759145494,"ch2","66989821-609c-400e-8a2b-ca3082fa502d",0.741312741,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it still is a border of minds
"
"1013",1013,4683,"2022-10-30 12:24:07.554825+00","Julius Caesar","native","foreign",0.730694981,"ch2","66989821-609c-400e-8a2b-ca3082fa502d",1,"Donald Trump","I placed Julius Caesar here because ...he’s not as dumb as trump
"
"1014",1014,4684,"2022-10-30 12:24:41.35547+00","Boudica","benevolent","malevolent",0.515444015,"ch2","66989821-609c-400e-8a2b-ca3082fa502d",0.061776062,"Elizabeth I","I placed Boudica here because ...liz was not violent "
"1015",1015,4685,"2022-10-30 13:08:55.765239+00","the Roman Empire","civilised","barbaric",0.324324324,"ch2","8d3c6f8c-73c1-4b58-a19c-38497d10024d",0.756756757,"the USSR","I placed the Roman Empire here because ... the Roman Empire was wanting to take over the world but in a half peaceful, half barbaric way."
"1016",1016,4686,"2022-10-30 13:10:07.436086+00","Julius Caesar","connecting","dividing",0.487451737,"ch2","8d3c6f8c-73c1-4b58-a19c-38497d10024d",1,"Donald Trump","I placed Julius Caesar here because ... he divided nations and his people after uniting them. "
"1017",1017,4688,"2022-10-30 13:17:01.972963+00","the Fall of the Roman Empire","native","foreign",0.757722008,"ch2","281652c1-7166-487f-a4ad-25cffa6b225b",0.50528449,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...it is an international event"
"1018",1018,4689,"2022-10-30 13:17:42.067421+00","Hadrian's Wall","free","controlled",0,"ch2","281652c1-7166-487f-a4ad-25cffa6b225b",0.885135135,"the US-Mexican border","I placed Hadrian's Wall here because ... it does not control movement "
"1019",1019,4690,"2022-10-30 13:18:31.604795+00","the Roman Empire","refined","crude",0.890926641,"ch2","281652c1-7166-487f-a4ad-25cffa6b225b",0.499034749,"the British Empire","I placed the Roman Empire here because ... they were tough and mean"
"1020",1020,4691,"2022-10-30 13:42:45.538551+00","Boudica","benevolent","malevolent",0.934333006,"ch2","489d96c6-77c7-4718-8465-8f73da35872e",0.52407778,"Theresa May","I placed Boudica here because ...she was quite mean 
"
"1021",1021,4708,"2022-10-31 10:55:23.946391+00","Boudica","dominant","submissive",0.988392598,"ch2","fa2a206a-2e5e-4b81-b6a4-f52a078f568d",0.010617761,"Elizabeth I","I placed Boudica here because ...she was vilont"
"1022",1022,4724,"2022-10-31 14:45:10.331332+00","the Fall of the Roman Empire","benevolent","malevolent",0.722972973,"ch2","5adff64c-2383-40f0-aefb-64dcb00d7b8d",0.344563507,"the End of the British Empire","I placed the Fall of the Roman Empire here because there was loss of civility and the Dark Ages then ensued."
"1023",1023,4730,"2022-10-31 16:11:04.78862+00","Boudica","civilised","barbaric",0.22007722,"ch2","3757ec7b-63df-4419-be28-0856cccd37b6",0.995173745,"Margaret Thatcher","I placed Boudica here because ...she was a lot better than thatcher "
"1024",1024,4744,"2022-11-01 12:44:07.239598+00","Boudica","free","controlled",0.665013258,"ch2","35fc63a5-b773-47b3-93b0-2abaed37aea7",1,"Elizabeth I","I placed Boudica here because ...slay"
"1025",1025,4760,"2022-11-01 16:14:21.389976+00","the Fall of the Roman Empire","heroic","deluded",0.50965251,"ch2","ed48b491-7643-4e88-b4df-3ccb3b1a20f0",1,"Brexit","I placed the Fall of the Roman Empire here because ... end of an era innit"
